"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"From whom do you have to ask permission (select all that apply)  G7k. A restaurant or coffee shop (Other)","","","","","From whom do you have to ask permission (select all that apply)  G7k. A restaurant or coffee shop (Other)","","","","","From whom do you have to ask permission (select all that apply)  G7k. A restaurant or coffee shop (Other)","","","","","From whom do you have to ask permission (select all that apply)  G7k. A restaurant or coffee shop (Other)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","549","98.78","1","100","0","461","99.95","0","NaN","0","387","99.63","2","100","0","1397","99.71","3","100"
"Other","4","1.22","0","0","Other","1","0.05","0","NaN","Other","6","0.37","0","0","Other","11","0.29","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G7l. A health center or doctor, for yourself or your child (Husband)","","","","","G7l. A health center or doctor, for yourself or your child (Husband)","","","","","G7l. A health center or doctor, for yourself or your child (Husband)","","","","","G7l. A health center or doctor, for yourself or your child (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","53","11.73","0","NaN","0","52","12.55","0","NaN","0","13","9.41","0","0","0","118","11.5","0","0"
"Husband","410","88.27","0","NaN","Husband","420","87.45","0","NaN","Husband","363","90.59","1","100","Husband","1193","88.5","1","100"
"","","","","","","","","","","","","","","","","","","",""
"G7l. A health center or doctor, for yourself or your child (Mother-in-law)","","","","","G7l. A health center or doctor, for yourself or your child (Mother-in-law)","","","","","G7l. A health center or doctor, for yourself or your child (Mother-in-law)","","","","","G7l. A health center or doctor, for yourself or your child (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","364","80.61","0","NaN","0","410","83.43","0","NaN","0","307","90.19","1","100","0","1081","85.18","1","100"
"Mother-in-law","99","19.39","0","NaN","Mother-in-law","62","16.57","0","NaN","Mother-in-law","69","9.81","0","0","Mother-in-law","230","14.82","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G7l. A health center or doctor, for yourself or your child (Father-in-law)","","","","","G7l. A health center or doctor, for yourself or your child (Father-in-law)","","","","","G7l. A health center or doctor, for yourself or your child (Father-in-law)","","","","","G7l. A health center or doctor, for yourself or your child (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","404","86","0","NaN","0","438","88.09","0","NaN","0","345","97.52","1","100","0","1187","90.74","1","100"
"Father-in-law","59","14","0","NaN","Father-in-law","34","11.91","0","NaN","Father-in-law","31","2.48","0","0","Father-in-law","124","9.26","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G7l. A health center or doctor, for yourself or your child (Other family member)","","","","","G7l. A health center or doctor, for yourself or your child (Other family member)","","","","","G7l. A health center or doctor, for yourself or your child (Other family member)","","","","","G7l. A health center or doctor, for yourself or your child (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","394","83.99","0","NaN","0","372","77.5","0","NaN","0","335","90.24","1","100","0","1101","82.13","1","100"
"Other family member","69","16.01","0","NaN","Other family member","100","22.5","0","NaN","Other family member","41","9.76","0","0","Other family member","210","17.87","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G7l. A health center or doctor, for yourself or your child (Other)","","","","","G7l. A health center or doctor, for yourself or your child (Other)","","","","","G7l. A health center or doctor, for yourself or your child (Other)","","","","","G7l. A health center or doctor, for yourself or your child (Other)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","458","98.55","0","NaN","0","469","98.94","0","NaN","0","374","98.93","1","100","0","1301","98.89","1","100"
"Other","4","1.45","0","NaN","Other","2","1.06","0","NaN","Other","2","1.07","0","0","Other","8","1.11","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G7Xa. The market in order to buy goods (Mother)","","","","","G7Xa. The market in order to buy goods (Mother)","","","","","G7Xa. The market in order to buy goods (Mother)","","","","","G7Xa. The market in order to buy goods (Mother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","24","36.99","0","NaN","0","47","43.33","0","NaN","0","40","47.75","0","NaN","0","111","44.65","0","NaN"
"Mother","54","63.01","0","NaN","Mother","77","56.67","0","NaN","Mother","63","52.25","0","NaN","Mother","194","55.35","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G7Xa. The market in order to buy goods (Father)","","","","","G7Xa. The market in order to buy goods (Father)","","","","","G7Xa. The market in order to buy goods (Father)","","","","","G7Xa. The market in order to buy goods (Father)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","34","47.38","0","NaN","0","52","52.42","0","NaN","0","53","46.12","0","NaN","0","139","49.58","0","NaN"
"Father","44","52.62","0","NaN","Father","72","47.58","0","NaN","Father","50","53.88","0","NaN","Father","166","50.42","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G7Xa. The market in order to buy goods (Brother)","","","","","G7Xa. The market in order to buy goods (Brother)","","","","","G7Xa. The market in order to buy goods (Brother)","","","","","G7Xa. The market in order to buy goods (Brother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","65","89.2","0","NaN","0","100","76.63","0","NaN","0","95","92.72","0","NaN","0","260","83.86","0","NaN"
"Brother","13","10.8","0","NaN","Brother","24","23.37","0","NaN","Brother","8","7.28","0","NaN","Brother","45","16.14","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G7Xa. The market in order to buy goods (Sister)","","","","","G7Xa. The market in order to buy goods (Sister)","","","","","G7Xa. The market in order to buy goods (Sister)","","","","","G7Xa. The market in order to buy goods (Sister)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","74","96.85","0","NaN","0","117","94.84","0","NaN","0","98","93.16","0","NaN","0","289","94.31","0","NaN"
"Sister","4","3.15","0","NaN","Sister","7","5.16","0","NaN","Sister","5","6.84","0","NaN","Sister","16","5.69","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
